269,72
270,59
271,83
272,57
273,76
274,77
275,71
276,61
277,68
278,70
279,62
280,87
281,57
282,70
283,54
284,59
285,56
286,66
287,64
288,56
289,54
290,78
291,83
292,52
293,69
294,52
295,57
296,54
297,66
298,82
299,78
300,87
301,61
302,70
303,83
304,62
305,57
306,56
307,76
308,76
309,79
310,78
311,54
312,62
313,68
314,65
315,66
316,66
317,72
318,52
319,60
320,64
321,79
322,61
323,75
324,67
325,85
326,65
327,76
328,79
329,69
330,59
331,55
332,53
333,62
334,72
335,76
336,84
337,74
338,86
339,82
340,70
341,85
342,64
343,63
344,76
345,71
346,87
347,83
348,55
349,72
350,58
351,84
352,59
353,74
354,76
355,70
356,79
357,74
358,60
359,71
360,80
361,69
362,61
363,69
364,72
365,64
366,61
367,52
368,59
369,58
370,60
371,64
372,83
373,77
374,55
375,59
376,59
377,63
378,70
379,67
380,54
381,85
382,61
383,53
384,65
385,65
386,84
387,87
388,64
389,61
390,87
391,58
392,74
393,79
394,74
395,66
396,86
397,65
398,64
399,78
400,54
401,64
402,76
403,72
404,79
405,62
406,62
407,55
408,60
409,82
410,52
411,65
412,53
413,64
414,84
415,86
416,84
417,67
418,85
419,81
420,70
421,73
422,55
423,57
424,75
425,68
426,85
427,60
428,53
429,68
430,60
431,87
432,67
433,52
434,66
435,58
436,79
437,56
438,62
439,55
440,75
441,63
442,62
443,72
444,64
445,68
446,62
447,67
448,59
449,71
450,82
451,74
452,64
453,65
454,65
455,53
456,66
457,55
458,59
459,58
460,86
461,60
462,68
463,83
464,59
465,78
466,74
467,87
468,57
469,74
470,69
471,63
472,72
473,75
474,80
475,57
476,58
477,77
478,76
479,86
480,85
481,80
482,77
483,80
484,64
485,81
486,73
487,61
488,68
489,67
490,57
491,59
492,80
493,84
494,87
495,85
496,70
497,57
498,65
499,82
500,68
501,76
502,86
503,86
504,53
505,87
506,56
507,78
508,85
509,83
510,74
511,59
512,70
513,55
514,55
515,72
516,63
517,75
518,82
519,79
520,58
521,85
522,73
523,61
524,61
525,56
526,75
527,74
528,81
529,74
530,87
531,70
532,64
533,74
534,85
535,80
536,81
537,71
538,82
539,63
540,73
541,65
542,70
543,65
544,58
545,52
546,66
547,78
548,63
549,85
550,57
551,74
552,55
553,53
554,81
555,60
556,57
557,86
558,53
559,69
560,84
561,52
562,56
563,87
564,56
565,83
566,56
567,85
568,64
569,65
570,66
571,86
572,76
573,84
574,75
575,53
576,59
577,63
578,80
579,71
580,53
581,79
582,52
583,62
584,57
585,81
586,74
587,52
588,85
589,63
590,70
591,75
592,83
593,76
594,57
595,53
596,71
597,79
598,57
599,85
600,62
601,65
602,77
603,54
604,54
605,77
606,68
607,62
608,77
609,86
610,55
611,75
612,77
613,71
614,83
615,72
616,57
617,65
618,62
619,64
620,76
621,62
622,67
623,59
624,68
625,78
626,56
627,60
628,71
629,84
630,77
631,64
632,75
633,75
634,53
635,80
636,79
637,78
638,72
639,68
640,83
641,74
642,86
643,54
644,82
645,60
646,60
647,52
648,72
649,68
650,68
651,52
652,54
653,57
654,76
655,79
656,69
657,66
658,58
659,82
660,75
661,77
662,61
663,78
664,79
665,78
666,56
667,85
668,70
669,73
670,74
671,74
672,59
673,81
674,70
675,68
676,52
677,80
678,69
679,67
680,75
681,74
682,75
683,63
684,71
685,71
686,66
687,67
688,74
689,80
690,73
691,60
692,82
693,79
694,84
695,84
696,73
697,68
698,64
699,52
700,59
701,66
702,67
703,80
704,60
705,53
706,86
707,62
708,53
709,78
710,62
711,77
712,84
713,55
714,77
715,70
716,76
717,77
718,72
719,65
720,64
721,56
722,76
723,81
724,75
725,84
726,74
727,61
728,73
729,62
730,69
731,80
732,55
733,87
734,57
735,80
736,76
737,83
738,85
739,87
740,58
741,86
742,60
743,85
744,65
745,53
746,56
747,59
748,67
749,56
750,81
751,66
752,83
753,59
754,76
755,56
756,82
757,70
758,72
759,82
760,61
761,82
762,79
763,59
764,64
765,61
766,56
767,74
768,74
769,82
770,76
771,71
772,77
773,84
774,61
775,84
776,80
777,62
778,52
779,52
780,53
781,84
782,64
783,54
784,54
785,62
786,64
787,75
788,60
789,87
790,64
791,57
792,53
793,64
794,63
795,63
796,58
797,86
798,86
799,84
800,63
801,82
802,67
803,82
804,64
805,75
806,60
807,82
808,55
809,60
810,66
811,57
812,81
813,87
814,53
815,79
816,69
817,77
818,59
819,60
820,55
821,79
822,80
823,71
824,80
825,66
826,77
827,58
828,52
829,79
830,52
831,74
832,60
833,62
834,69
835,52
836,77
837,60
838,60
839,79
840,58
841,62
842,83
843,65
844,76
845,78
846,78
847,86
848,82
849,67
850,57
851,68
852,64
853,71
854,84
855,66
856,64
857,86
858,84
859,73
860,58
861,69
862,83
863,78
864,75
865,55
866,75
867,57
868,57
869,67
870,81
871,81
872,65
873,77
874,80
875,82
876,78
877,62
878,61
879,55
880,54
881,65
882,67
883,75
884,78
885,66
886,70
887,52
888,80
889,69
890,55
891,64
892,69
893,69
894,79
895,78
896,73
897,74
898,87
899,85
900,60
901,69
902,73
903,55
904,81
905,60
906,71
907,79
908,71
909,53
910,86
911,85
912,87
913,53
914,63
915,66
916,72
917,86
918,61
919,62
920,57
921,73
922,69
923,55
924,60
925,60
926,78
927,83
928,84
929,77
930,53
931,58
932,66
933,83
934,78
935,61
936,70
937,80
938,53
939,54
940,68
941,74
942,65
943,76
944,73
945,73
946,76
947,69
948,69
949,52
950,80
951,73
952,52
953,81
954,60
955,72
956,86
957,72
958,72
959,70
960,76
961,71
962,52
963,71
964,78
965,80
966,63
967,67
968,56
969,87
970,73
971,67
972,55
973,87
974,63
975,67
976,79
977,66
978,58
979,53
980,69
981,67
982,75
983,67
984,78
985,82
986,52
987,80
988,84
989,79
990,60
991,55
992,54
993,71
994,86
995,56
996,62
997,52
998,64
999,57
1000,61
1001,84
1002,81
1003,55
1004,83
1005,78
1006,85
1007,75
1008,57
1009,58
1010,76
1011,77
1012,82
1013,64
1014,65
1015,83
1016,80
1017,59
1018,75
1019,61
1020,68
1021,57
1022,72
1023,54
1024,56
1025,58
1026,74
1027,83
1028,87
1029,87
1030,72
1031,67
1032,53
1033,86
1034,65
1035,77
1036,83
1037,79
1038,63
1039,62
1040,85
1041,63
1042,62
1043,60
1044,69
1045,73
1046,78
1047,54
1048,56
1049,66
1050,85
1051,85
1052,66
1053,62
1054,74
1055,74
1056,68
1057,73
1058,66
1059,74
1060,72
1061,83
1062,71
1063,84
1064,64
1065,80
1066,55
1067,86
1068,68
1069,86
1070,70
1071,78
1072,79
1073,54
1074,73
1075,84
1076,66
1077,75
1078,52
1079,63
1080,72
1081,73
1082,68
1083,64
1084,78
1085,83
1086,54
1087,79
1088,82
1089,65
1090,59
1091,53
1092,80
1093,73
1094,77
1095,80
1096,77
1097,67
1098,85
1099,63
1100,59
1101,84
1102,75
1103,75
1104,79
1105,52
1106,62
1107,82
1108,79
1109,54
1110,56
1111,52
1112,69
1113,74
1114,67
1115,69
1116,84
1117,83
1118,55
1119,63
1120,86
1121,78
1122,76
1123,83
1124,61
1125,63
1126,56
1127,55
1128,77
1129,57
1130,83
1131,55
1132,62
1133,80
1134,74
1135,63
1136,54
1137,55
1138,68
1139,74
1140,81
1141,86
1142,55
1143,86
1144,66
1145,69
1146,70
1147,55
1148,79
1149,57
1150,85
1151,53
1152,86
1153,64
1154,71
1155,78
1156,78
1157,75
1158,54
1159,67
1160,84
1161,73
1162,77
1163,86
1164,68
1165,85
1166,74
1167,62
1168,81
1169,74
1170,52
1171,70
